CustID|CustName|Address1|Address2|Address3|City|Province|PostalCode|Country|Phone1|Phone2|Fax1|Fax2|TaxID|SalesType|CustomerClass|Symbol|Terms|CreditLimit|CreditHold|Remark|InvoiceComment|GroupCode|BranchID|TerritoryID|TerritoryDesc|SalesRepCode|SalesRepName|Active
7389|บริษัท โกฮัง เจแปนนิส เรสเตอรองต์ จำกัด|587, 589 ศูนย์การค้าพรอมานาด ห. 3026|ถนนรามอินทรา|แขวงคันนายาว|เขตคันนายาว|กรุงเทพมหานคร|10230|Thailand|||||0105553027551|HORECA|HOTEL|_|030|20000|FALSE|||20|00001|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
7443|นายธฤษณ ครรชิตานุรักษ์|169/325|ถนนกาญจนาภิเษก|แขวงดอกไม้|เขตประเวศ|กรุงเทพมหานคร|10250|Thailand|092-375-1937||||3101700475758|HORECA|ร้านอาหาร||030|40000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
7446|บริษัท ซิมิรัน ฟู้ด โปรดักส์|21/33 ซอยวิภาวดีรังสิต33 แยก5||แขวง สนามบิน|เขตดอนเมือง|กรุงเทพมหานคร|10210|Thailand|025362996||||0135543001494|เครดิตต่างจังหวัด / กทม|HOTEL||030|0|FALSE||||00001|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
7473|บริษัท โทระ แฟมิลี่ กรุ๊ป จำกัด|6 ซอยติวานนท์ 27 แยก 7||แขวงบางกระสอ|อำเภอเมืองนนทบุรี|จังหวัดนนทบุรี|11000|Thailand|02-9502295||||0125558029047|HORECA|ร้านอาหาร|_|030|50000|FALSE|||24|00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
7980|น.ส มัญชรี  รุ่งวัฒนภักดิ์|272/26 ซอยลาดพร้าว122(มหาดไทย1)||แขวงพลับพลา|เขตวังทองหลาง|กรุงเทพมหานคร|10310|Thailand|02-2646464#1556|064-5958155|||1101400712405|HORECA|ร้านอาหาร||030|20000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
8063|บริษัท ยู แอนด์  เฟรนส์ จำกัด|1144/18-19 ถนนพัฒนาการ30||แขวงสวนหลวง|เขตสวนหลวง|กรุงเทพมหานคร|10250|Thailand|02-369-3940 - 5 # 1||||0105550085266|HORECA|ร้านอาหาร||030|30000|TRUE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
8139|บริษัท โทระ แฟมิลี่ กรุ๊ป จำกัด   (สาขาราชพฤกษ์)|143 หมู่ที่4||ตำบลบางกร่าง|อำเภอเมืองนนทบุรี|จังหวัดนนทบุรี|11000|Thailand|093-6626552||||0125558029047|HORECA|ร้านอาหาร||030|250000|TRUE|||24|00001|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
8141|บริษัท โอคามิ พหลโยธิน จำกัด|2159/3 ถนนพหลโยธิน||แขวงลาดยาว|เขตจตุจักร|กรุงเทพมหานคร|10900|Thailand|085-8636362||||0105559180636|HORECA|ร้านอาหาร||030|30000|FALSE|||||114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
8565|บริษัท ไดอิปโป จำกัด|222/10 ถนนสายไหม||แขวงสายไหม|เขตสายไหม|กรุงเทพมหานคร|10220|Thailand|02-1590504||||0105559098468|HORECA|ร้านอาหาร||030|40000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
8566|บริษัท เซน-เรียว นิฮอนมูระ จำกัด|85 โครงการนิฮอนมูระมอลล์ ช.G ห. RG01|ซ.อรรคพัฒน์(ทองหล่อ13)ถ.สุขุมวิท55|แขวงคลองตันเหนือ|เขตวัฒนา|กรุงเทพมหานคร|10110|Thailand|02-7129688|02-7129699|||0105555039190|เครดิตต่างจังหวัด / กทม|ร้านอาหาร||030|40000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
8880|บริษัท มิสตี้ แวลเล่ย์ จำกัด|4/14 ซอยสุขุมวิท ซ.8|ถนนสุขุมวิท|แขวงคลองเตย|เขตคลองเตย|กรุงเทพมหานคร|10110|Thailand|02-6531110||||0105552052675|HORECA|ร้านอาหาร||030|30000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
8884|บริษัท ฮิดะ กริล จำกัด|2922/62-64 อ.ชาญอิสสระ2 ชั้น1| ถนนเพชรบุรีตัดใหม่|แขวงบางกะปิ|เขตห้วยขวาง|กรุงเทพมหานคร|10320|Thailand|02-7181922||||0105557078311|HORECA|ร้านอาหาร||030|40000|TRUE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
8949|บริษัท ซีเอโล จำกัด|1595/500| ถนนสุขุมวิท|แขวงพระโขนงเหนือ|เขตวัฒนา|กรุงเทพมหานคร|10110|Thailand|02-3489100|081-9164270|||0105558086580|HORECA|ร้านอาหาร||030|40000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
